Symbol,Name,Country,IPO Year,Volume,Sector,Industry
FSRV,FinServ Acquisition Corp. Class A,United States,2019,225152,NA,NA
FSTR,L.B. Foster Company,United States,NA,67245,Basic Industries,Metal Fabrications
FTDR,frontdoor inc.,United States,NA,230884,Miscellaneous,Other Consumer Services
FTFT,Future FinTech Group Inc.,China,NA,1521627,Technology,EDP Services
FTHM,Fathom Holdings Inc.,United States,2020,26071,Finance,Real Estate
FTNT,Fortinet Inc.,United States,2009,749264,Miscellaneous,Diversified Manufacture
FULC,Fulcrum Therapeutics Inc.,United States,2019,48952,Health Care,Major Pharmaceuticals
FULT,Fulton Financial Corporation,United States,NA,1165064,Finance,Major Banks
FUV,Arcimoto Inc.,United States,2017,1046703,Consumer Non-Durables,Motor Vehicles
FWONA,Liberty Media Corporation Series A Liberty Formula One,United States,NA,85713,Consumer Services,Broadcasting
FWRD,Forward Air Corporation,United States,NA,85021,Transportation,Oil Refining/Marketing
GAIA,Gaia Inc. Class A,United States,1999,56579,Capital Goods,Industrial Machinery/Components
GASS,StealthGas Inc.,Greece,2005,26950,Transportation,Marine Transportation
GBCI,Glacier Bancorp Inc.,United States,NA,528357,Finance,Major Banks
GBIO,Generation Bio Co.,United States,2020,608706,Health Care,Major Pharmaceuticals
GBS,GBS Inc.,United States,2020,29837,Capital Goods,Industrial Machinery/Components
GBT,Global Blood Therapeutics Inc.,United States,2015,575201,Health Care,Major Pharmaceuticals
GDEN,Golden Entertainment Inc.,United States,NA,61523,Consumer Services,Hotels/Resorts
GDRX,GoodRx Holdings Inc. Class A,United States,2020,974314,Technology,Retail: Computer Software & Peripheral Equipment
GERN,Geron Corporation,United States,1996,1628867,Health Care,Major Pharmaceuticals
GEVO,Gevo Inc.,United States,2011,15047611,Health Care,Biotechnology: Commercial Physical & Biological Resarch
GFN,General Finance Corporation General Finance Corporation,United States,NA,504690,Technology,Diversified Commercial Services
GH,Guardant Health Inc.,United States,2018,1033949,Health Care,Medical Specialities
GIII,G-III Apparel Group LTD.,United States,1989,315150,Consumer Services,Department/Specialty Retail Stores
GILD,Gilead Sciences Inc.,United States,1992,5463289,Health Care,Major Pharmaceuticals
GLAD,Gladstone Capital Corporation,United States,2001,209927,Finance,Finance/Investors Services
GLDD,Great Lakes Dredge & Dock Corporation,United States,NA,484423,Capital Goods,Oilfield Services/Equipment
GLPI,Gaming and Leisure Properties Inc.,United States,NA,690078,Consumer Services,Real Estate Investment Trusts
GLSI,Greenwich LifeSciences Inc.,United States,2020,227769,Health Care,Major Pharmaceuticals
GLUU,Glu Mobile Inc.,United States,2007,1341608,Technology,EDP Services
GMBL,Esports Entertainment Group Inc.,Malta,NA,335027,Consumer Services,Movies/Entertainment
GNLN,Greenlane Holdings Inc. Class A,United States,2019,242223,Miscellaneous,Diversified Commercial Services
GNOG,Golden Nugget Online Gaming Inc. Class A,United States,2019,725419,Consumer Services,Services-Misc. Amusement & Recreation
GNSS,Genasys Inc.,United States,NA,58366,Capital Goods,Industrial Machinery/Components
GNTX,Gentex Corporation,United States,NA,1480749,Capital Goods,Auto Parts:O.E.M.
GNUS,Genius Brands International Inc.,United States,NA,8091205,Consumer Services,Publishing
GOCO,GoHealth Inc. Class A,United States,2020,540205,Finance,Specialty Insurers
GOEV,Canoo Inc. Class A,United States,2019,1932811,NA,NA
GOGO,Gogo Inc.,United States,2013,1160073,Consumer Services,Telecommunications Equipment
GOOGL,Alphabet Inc. Class A,United States,NA,1453200,Technology,Internet and Information Services
GPRE,Green Plains Inc.,United States,NA,983316,Basic Industries,Major Chemicals
GPRO,GoPro Inc. Class A,United States,2014,1764156,Miscellaneous,Industrial Machinery/Components
GRAY,Graybug Vision Inc.,United States,2020,651075,Health Care,Major Pharmaceuticals
GRBK,Green Brick Partners Inc.,United States,NA,338056,Capital Goods,Homebuilding
GRMN,Garmin Ltd. (Switzerland),Switzerland,2000,620892,Capital Goods,Industrial Machinery/Components
GRPN,Groupon Inc.,United States,2011,464951,Technology,Advertising
GRTS,Gritstone Oncology Inc.,United States,2018,355340,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GRTX,Galera Therapeutics Inc.,United States,2019,275444,Consumer Durables,Specialty Chemicals
GRWG,GrowGeneration Corp.,United States,NA,883876,Consumer Services,Other Specialty Stores
GSHD,Goosehead Insurance Inc. Class A,United States,2018,79464,Finance,Specialty Insurers
GTHX,G1 Therapeutics Inc.,United States,2017,740376,Health Care,Major Pharmaceuticals
HA,Hawaiian Holdings Inc.,United States,NA,593094,Transportation,Air Freight/Delivery Services
HAIN,Hain Celestial Group Inc. (The),United States,NA,843718,Capital Goods,Office Equipment/Supplies/Services
HALL,Hallmark Financial Services Inc.,United States,NA,52302,Finance,Property-Casualty Insurers
HALO,Halozyme Therapeutics Inc.,United States,NA,633680,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HARP,Harpoon Therapeutics Inc.,United States,2019,78548,Health Care,Major Pharmaceuticals
HAYN,Haynes International Inc.,United States,2007,43363,NA,NA
HBAN,Huntington Bancshares Incorporated,United States,NA,27385380,Finance,Major Banks
HBP,Huttig Building Products Inc.,United States,NA,120707,Capital Goods,Wholesale Distributors
HBT,HBT Financial Inc.,United States,2019,32362,Finance,Commercial Banks
HCAT,Health Catalyst Inc,United States,2019,849065,Health Care,Managed Health Care
HCSG,Healthcare Services Group Inc.,United States,1983,594806,Health Care,Assisted Living Services
HEES,H&E Equipment Services Inc.,United States,2006,187664,Technology,Engineering & Construction
HELE,Helen of Troy Limited,Bermuda,NA,166758,Miscellaneous,Other Consumer Services
HEPA,Hepion Pharmaceuticals Inc.,United States,NA,1322415,Health Care,Major Pharmaceuticals
HGEN,Humanigen Inc.,United States,NA,687525,Health Care,Major Pharmaceuticals
HIBB,Hibbett Sports Inc.,United States,1996,167064,Consumer Services,Other Specialty Stores
HJLI,Hancock Jaffe Laboratories Inc.,United States,2018,542043,Health Care,Medical/Dental Instruments
HLIO,Helios Technologies Inc.,United States,NA,69754,Capital Goods,Fluid Controls
HLIT,Harmonic Inc.,United States,1995,383961,Technology,Radio And Television Broadcasting And Communications Equipment
HLNE,Hamilton Lane Incorporated Class A,United States,2017,370655,Finance,Investment Managers
HMHC,Houghton Mifflin Harcourt Company,United States,2013,1535486,Miscellaneous,Service to the Health Industry
HMST,HomeStreet Inc.,United States,2012,68719,Finance,Banks
HOFT,Hooker Furniture Corporation,United States,NA,62418,Consumer Durables,Home Furnishings
HOFV,Hall of Fame Resort & Entertainment Company,United States,NA,16975058,Consumer Services,Movies/Entertainment
HOL,Holicity Inc. Class A,United States,2020,1222929,NA,NA
HOLX,Hologic Inc.,United States,1990,2703281,Health Care,Medical Electronics
HONE,HarborOne Bancorp Inc.,United States,2016,250420,Finance,Major Banks
HOOK,HOOKIPA Pharma Inc.,United States,2019,99218,Health Care,Major Pharmaceuticals
HQY,HealthEquity Inc.,United States,2014,678603,Health Care,Managed Health Care
HRTX,Heron Therapeutics Inc.,United States,NA,1091522,Consumer Durables,Specialty Chemicals
HSIC,Henry Schein Inc.,United States,1995,1194104,Health Care,Medical Specialities
HSKA,Heska Corporation,United States,1997,78889,NA,NA
HST,Host Hotels & Resorts Inc.,United States,NA,5442029,Consumer Services,Real Estate Investment Trusts
HSTM,HealthStream Inc.,United States,2000,75420,Miscellaneous,Business Services
HSTO,Histogen Inc.,United States,2013,247948,Consumer Durables,Specialty Chemicals
HTBX,Heat Biologics Inc.,United States,2013,198227,Health Care,Major Pharmaceuticals
HTLD,Heartland Express Inc.,United States,1986,307923,Transportation,Trucking Freight/Courier Services
HUBG,Hub Group Inc. Class A,United States,1996,121518,Transportation,Oil Refining/Marketing
HURN,Huron Consulting Group Inc.,United States,2004,172806,Consumer Services,Professional Services
HWC,Hancock Whitney Corporation,United States,NA,507596,Finance,Major Banks
HYFM,Hydrofarm Holdings Group Inc.,United States,2020,226514,Capital Goods,Industrial Machinery/Components
IAC,IAC/InterActiveCorp,United States,NA,401977,Consumer Services,EDP Services
IART,Integra LifeSciences Holdings Corporation,United States,NA,440281,Health Care,Medical/Dental Instruments
IBKR,Interactive Brokers Group Inc. Class A,United States,2019,1167460,Finance,Investment Bankers/Brokers/Service
IBTX,Independent Bank Group Inc,United States,2013,219176,Finance,Major Banks
ICFI,ICF International Inc.,United States,2006,83528,Consumer Services,Professional Services
ICON,Iconix Brand Group Inc.,United States,NA,114138,Basic Industries,Industrial Specialties
ICPT,Intercept Pharmaceuticals Inc.,United States,2012,710243,Health Care,Major Pharmaceuticals
ICUI,ICU Medical Inc.,United States,1992,93310,Health Care,Medical/Dental Instruments
IDEX,Ideanomics Inc.,United States,NA,12174619,Technology,EDP Services
IDN,Intellicheck Inc.,United States,1999,99176,Technology,Retail: Computer Software & Peripheral Equipment
IDXX,IDEXX Laboratories Inc.,United States,1991,301695,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IDYA,IDEAYA Biosciences Inc.,United States,2019,96047,Health Care,Major Pharmaceuticals
IEA,Infrastructure and Energy Alternatives Inc.,United States,2016,355667,Basic Industries,Water Supply
IEC,IEC Electronics Corp.,United States,NA,56285,Technology,Electrical Products
IEP,Icahn Enterprises L.P.,United States,NA,160018,NA,NA
IGMS,IGM Biosciences Inc.,United States,2019,89548,Health Care,Major Pharmaceuticals
IHRT,iHeartMedia Inc. Class A,United States,NA,619217,Consumer Services,Broadcasting
III,Information Services Group Inc. Information Services Group Inc.,United States,NA,178536,Technology,Retail: Computer Software & Peripheral Equipment
IIIV,i3 Verticals Inc. Class A,United States,2018,116553,Technology,EDP Services
IIVI,II-VI Incorporated,United States,1987,1864479,Capital Goods,Industrial Machinery/Components
ILMN,Illumina Inc.,United States,2000,798250,Health Care,Medical Specialities
IMAC,IMAC Holdings Inc.,United States,2019,201284,Health Care,Medical Specialities
IMGN,ImmunoGen Inc.,United States,1989,976753,Health Care,Major Pharmaceuticals
IMNM,Immunome Inc.,United States,2020,77778,Consumer Durables,Specialty Chemicals
IMPL,Impel NeuroPharma Inc.,United States,NA,2997435,NA,NA
IMXI,International Money Express Inc.,United States,2017,466459,Technology,EDP Services
INBK,First Internet Bancorp,United States,NA,34870,Finance,Major Banks
INCY,Incyte Corp.,United States,NA,1081272,Health Care,Biotechnology: Commercial Physical & Biological Resarch
INDB,Independent Bank Corp.,United States,NA,987874,Finance,Major Banks
INFN,Infinera Corporation,United States,2007,1845652,Public Utilities,Telecommunications Equipment
INGN,Inogen Inc,United States,2014,88906,Health Care,Industrial Specialties
INO,Inovio Pharmaceuticals Inc.,United States,NA,54488259,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
INOV,Inovalon Holdings Inc. Class A,United States,2015,384519,Technology,EDP Services
INPX,Inpixon,United States,2014,5085173,Technology,Computer Software: Prepackaged Software
INSG,Inseego Corp.,United States,NA,1412013,Capital Goods,Telecommunications Equipment
INSM,Insmed Inc.,United States,NA,688692,Health Care,Major Pharmaceuticals
INTC,Intel Corporation,United States,NA,77477103,Technology,Semiconductors
INTU,Intuit Inc.,United States,1993,981459,Technology,Computer Software: Prepackaged Software
INVE,Identiv Inc.,United States,NA,115767,Technology,Computer peripheral equipment
IONS,Ionis Pharmaceuticals Inc.,United States,NA,754647,Health Care,Major Pharmaceuticals
IOVA,Iovance Biotherapeutics Inc.,United States,NA,1212087,Health Care,Major Pharmaceuticals
IPA,ImmunoPrecise Antibodies Ltd.,Canada,NA,34880,NA,NA
IPAR,Inter Parfums Inc.,United States,NA,63197,Consumer Non-Durables,Package Goods/Cosmetics
IPGP,IPG Photonics Corporation,United States,2006,223441,Technology,Semiconductors
IRBT,iRobot Corporation,United States,2005,274155,NA,NA
IRDM,Iridium Communications Inc,United States,NA,819522,Consumer Services,Telecommunications Equipment
IRTC,iRhythm Technologies Inc.,United States,2016,1075748,Health Care,Medical/Dental Instruments
IRWD,Ironwood Pharmaceuticals Inc. Class A,United States,2010,2168149,Health Care,Major Pharmaceuticals
ISBC,Investors Bancorp Inc.,United States,NA,2071515,Finance,Savings Institutions
ISNS,Image Sensing Systems Inc.,United States,1995,13776,Capital Goods,Industrial Machinery/Components
ISRG,Intuitive Surgical Inc.,United States,2000,833542,Health Care,Medical/Dental Instruments
ISUN,iSun Inc.,United States,2016,127634,Technology,Semiconductors
ITCI,Intra-Cellular Therapies Inc.,United States,NA,535332,Health Care,Major Pharmaceuticals
ITI,Iteris Inc.,United States,NA,223471,Capital Goods,Telecommunications Equipment
ITRI,Itron Inc.,United States,1993,222226,Capital Goods,Electrical Products
JACK,Jack In The Box Inc.,United States,NA,167271,Consumer Services,Restaurants
JAKK,JAKKS Pacific Inc.,United States,1996,54799,Consumer Non-Durables,Recreational Products/Toys
JAMF,Jamf Holding Corp.,United States,2020,179904,Technology,Computer Software: Prepackaged Software
JAZZ,Jazz Pharmaceuticals plc (Ireland),Ireland,2007,491668,Health Care,Major Pharmaceuticals
JBHT,J.B. Hunt Transport Services Inc.,United States,NA,515110,Transportation,Trucking Freight/Courier Services
JBLU,JetBlue Airways Corporation,United States,2002,5497169,Transportation,Air Freight/Delivery Services
JCOM,j2 Global Inc.,United States,1999,2514612,Technology,Telecommunications Equipment
JJSF,J & J Snack Foods Corp.,United States,1986,63097,Consumer Non-Durables,Specialty Foods
JKHY,Jack Henry & Associates Inc.,United States,1985,521662,Technology,Retail: Computer Software & Peripheral Equipment
JOAN,JOANN Inc.,United States,2021,481211,Consumer Non-Durables,Department/Specialty Retail Stores
JYNT,The Joint Corp.,United States,2014,167163,NA,NA
KALA,Kala Pharmaceuticals Inc.,United States,2017,1638797,Health Care,Major Pharmaceuticals
KALU,Kaiser Aluminum Corporation,United States,NA,64220,Basic Industries,Aluminum
KDMN,Kadmon Holdings Inc.,United States,NA,1766548,Health Care,Major Pharmaceuticals
KDP,Keurig Dr Pepper Inc.,United States,NA,2812494,Consumer Non-Durables,Beverages (Production/Distribution)
KE,Kimball Electronics Inc.,United States,NA,63423,Capital Goods,Industrial Machinery/Components
KERN,Akerna Corp.,United States,2018,493178,Health Care,Managed Health Care
KHC,The Kraft Heinz Company,United States,NA,4725415,Consumer Non-Durables,Farming/Seeds/Milling
KIN,Kindred Biosciences Inc.,United States,2013,418952,Health Care,Major Pharmaceuticals
KLAC,KLA Corporation,United States,1980,1182044,Capital Goods,Electronic Components
KMPH,KemPharm Inc.,United States,NA,680643,Health Care,Major Pharmaceuticals
KNDI,Kandi Technologies Group Inc,China,NA,1546196,Capital Goods,Auto Parts:O.E.M.
KNSA,Kiniksa Pharmaceuticals Ltd. Class A,United States,2018,349582,Health Care,Major Pharmaceuticals
KNSL,Kinsale Capital Group Inc.,United States,2016,95368,Finance,Property-Casualty Insurers
KOD,Kodiak Sciences Inc,United States,2018,179352,Health Care,Major Pharmaceuticals
KOPN,Kopin Corporation,United States,1992,2659833,Capital Goods,Industrial Machinery/Components
KOSS,Koss Corporation,United States,NA,261960,Consumer Non-Durables,Consumer Electronics/Appliances
KPTI,Karyopharm Therapeutics Inc.,United States,2013,1573903,Miscellaneous,Diversified Commercial Services
